id,cltv
89535,96342.7871403433
89536,94666.09790509166
89537,97619.85271123044
89538,104085.62739472452
89539,99852.92408308187
89540,46278.27548441532
89541,94272.68205264582
89542,79701.22801991187
89543,43659.49308825552
89544,98673.4130549714
89545,47333.653029480476
89546,119318.23403703209
89547,82411.01431822142
89548,95558.18891998623
89549,84380.45885359037
89550,45784.295496236
89551,88790.83948043635
89552,84401.53755680681
89553,96649.9260577669
89554,46205.44914162177
89555,47203.579708065554
89556,85903.3434163143
89557,95493.1192209378
89558,109664.18678274612
89559,96697.13061321592
89560,46141.85890007975
89561,95014.45746217984
89562,100202.97945632105
89563,78842.63245267377
89564,102639.85579516631
89565,80269.98468721154
89566,103382.89561268994
89567,81596.10428891693
89568,97368.9324954954
89569,78129.55870753282
89570,100661.99443516659
89571,97580.08833055633
89572,48469.710050010115
89573,44456.08555448082
89574,43054.92172162784
89575,111717.48601163278
89576,95152.59618294722
89577,40870.84297188887
89578,75341.8823799519
89579,107230.51411087415
89580,98680.07113272812
89581,99295.62582719074
89582,46006.18749342712
89583,88092.6237253101
89584,90823.62050615641
89585,44486.50806292191
89586,45232.185456376894
89587,43613.186328211414
89588,46014.52430495547
89589,45215.51536903073
89590,93283.0211972347
89591,109446.85352176527
89592,87179.24409059479
89593,102572.20041438441
89594,80457.09189437576
89595,99404.7194397593
89596,78287.23260251872
89597,45608.32978157161
89598,86074.08051718987
89599,87672.72534189258
89600,89875.49940919882
89601,96746.76544402713
89602,107416.02863524652
89603,92430.28314280852
89604,120496.89773074424
89605,90409.27461681316
89606,103973.72881009645
89607,91017.74008192516
89608,102929.21524089822
89609,88812.16326816444
89610,79326.7224313158
89611,87756.11664969217
89612,111679.36281674064
89613,95000.68435674414
89614,43713.523912788005
89615,88288.2665468094
89616,109853.59841831677
89617,42637.77090370137
89618,77393.18945623691
89619,46993.04647110471
89620,80434.41606133642
89621,109695.46049042181
89622,91696.36901465945
89623,92092.31553035002
89624,109914.18735818518
89625,47579.32474564693
89626,94504.14121318194
89627,46101.54944063317
89628,45250.27315129474
89629,108272.55781491935
89630,93444.2558415072
89631,101949.39754693866
89632,42376.21338396924
89633,91016.53330513992
89634,91702.4032449378
89635,97268.63616263628
89636,104501.93451359289
89637,45134.61982492753
89638,79822.51193815221
89639,86580.43121869556
89640,95172.49841671575
89641,48160.64039945114
89642,45400.7109378785
89643,77390.80599663162
89644,93318.10733057305
89645,99637.92867367314
89646,115678.21284468849
89647,44388.597195540235
89648,44149.63394269533
89649,84780.93144162958
89650,95303.43524532598
89651,74718.59903165362
89652,80084.76624702582
89653,87933.01020520455
89654,96021.09284916133
89655,110671.27611921783
89656,84295.5807126989
89657,42567.687775259474
89658,102582.26620286083
89659,100468.06608361626
89660,98705.91043519143
89661,86665.13187352347
89662,104373.15344577337
89663,47502.99117547235
89664,47805.554662626084
89665,82869.73795770391
89666,43362.530609451955
89667,45033.94182999606
89668,105420.83421997266
89669,85060.46841761531
89670,107875.86524968912
89671,94966.67158306166
89672,90709.40914202441
89673,49804.38924415257
89674,105823.79930030851
89675,93812.86634633076
89676,45414.174618606725
89677,46604.19337229466
89678,94595.6244216766
89679,95409.18451414081
89680,47162.8305480993
89681,81249.76129602354
89682,44304.64922067405
89683,97637.80426683137
89684,80243.25598587781
89685,95893.39441334395
89686,47862.57976153332
89687,45484.406390778444
89688,96518.30024963249
89689,48117.684404187145
89690,95137.21341836058
89691,45576.57355362183
89692,94388.72475875194
89693,105926.10940963702
89694,82984.68513963089
89695,95537.61373492751
89696,91229.65357155973
89697,48554.698987091346
89698,95652.29977690714
89699,46493.01286733543
89700,41484.177250141634
89701,73894.06393527357
89702,107159.64954491668
89703,43026.3032207877
89704,108225.05365463726
89705,98195.92542951586
89706,79953.86539814032
89707,44665.096996175576
89708,95442.74287875331
89709,45827.90423916657
89710,88487.34326781752
89711,90126.8583010183
89712,95946.49943128032
89713,79900.1820943153
89714,115065.61443354964
89715,110844.49313167037
89716,44446.43516934464
89717,116313.94970009211
89718,87021.01137047111
89719,98924.9959963795
89720,58872.45704955386
89721,107379.76943717692
89722,47728.426794281324
89723,80844.58786898278
89724,81826.54564940807
89725,96686.63294412855
89726,44893.941191120095
89727,47477.135764099876
89728,46768.24778278572
89729,115567.7334861051
89730,80269.98468721154
89731,96104.51947319545
89732,44893.941191120095
89733,98602.88568320604
89734,95344.92971626147
89735,101862.0333491848
89736,79989.47501148916
89737,99348.51188194036
89738,45356.795203172675
89739,45552.73542450851
89740,98688.76253112685
89741,81753.56727595584
89742,96412.72717551215
89743,90113.69864800181
89744,44342.545827023525
89745,99232.324013523
89746,42871.82533831637
89747,102260.95932139688
89748,92130.95057824391
89749,50141.519345450084
89750,95474.59339626372
89751,93505.26031250006
89752,44724.738016529875
89753,98359.08775303567
89754,91961.233923908
89755,99274.93941597547
89756,47034.91293782369
89757,102099.74739178664
89758,97135.12665141928
89759,97044.97652200011
89760,45629.56656544306
89761,101202.33708148877
89762,94034.6220116409
89763,86340.38638768696
89764,81029.19399585847
89765,104399.77685196434
89766,97578.00468468755
89767,107963.1866905377
89768,76215.59823422183
89769,89596.69638268137
89770,49571.55495915671
89771,102488.99075571417
89772,95475.91294590395
89773,97637.0242204263
89774,109342.26207577222
89775,108012.94081434193
89776,105894.91097856495
89777,79056.02793671112
89778,134830.62685558407
89779,42896.75662402708
89780,47677.00293274435
89781,88795.6388991956
89782,81474.88193444312
89783,93778.67089503707
89784,80844.58786898278
89785,89934.09637393117
89786,92389.0958702198
89787,85537.87694785332
89788,115604.74935261864
89789,43900.083787662166
89790,99027.58458034469
89791,46196.52487249697
89792,92040.19157775484
89793,123081.28320655774
89794,110246.971324004
89795,83454.52353574056
89796,48956.591490443025
89797,90299.82916147477
89798,43407.66945542689
89799,45013.64215422118
89800,90271.52431487537
89801,85240.9552269923
89802,110610.15077421872
89803,102132.00816245665
89804,91840.83205290543
89805,89633.05730493371
89806,102294.9510668223
89807,92521.00099919821
89808,45278.84920560857
89809,106630.30154907901
89810,83200.93193134219
89811,79766.56501169661
89812,42624.75724738191
89813,43002.7025002093
89814,45045.443025118264
89815,55235.83135087481
89816,108091.17964378645
89817,95044.87487742884
89818,45254.98475455082
89819,91698.20771910633
89820,46807.5700658523
89821,44484.86706203733
89822,38681.19164378439
89823,43795.21150583117
89824,93536.24173848488
89825,43600.17234423683
89826,97935.98866442229
89827,91917.49478569784
89828,94085.8082537149
89829,85411.27883298205
89830,42360.05432561998
89831,110375.16477659224
89832,89791.07544731277
89833,46966.171053500555
89834,90056.59359179184
89835,43131.73860512842
89836,86906.33550439823
89837,80251.13521184043
89838,44897.06280360154
89839,94231.47056496602
89840,102217.01807277065
89841,45974.34921958717
89842,48386.97233270465
89843,102973.91180272856
89844,44039.533916802604
89845,43870.92532430585
89846,93141.49580423204
89847,76098.43094425721
89848,42288.14386292627
89849,45595.140720950825
89850,46459.1129301316
89851,111325.5885552842
89852,97235.36380784986
89853,110985.04601318264
89854,84278.3451470418
89855,84386.71936915685
89856,113142.10117734375
89857,45318.0559893544
89858,82815.49809711531
89859,80434.63161177585
89860,44257.54952336783
89861,109945.5349798378
89862,90739.1393709739
89863,82323.64681276957
89864,75773.13543316394
89865,45185.31836935125
89866,108561.44484630208
89867,108233.93788344337
89868,44276.03124178901
89869,86098.975611778
89870,126784.48921259762
89871,49753.88891410817
89872,91696.91174102247
89873,116318.48884627451
89874,79360.68018440323
89875,82441.44331617285
89876,98236.23692888669
89877,49582.20095901158
89878,42399.51158111705
89879,44342.545827023525
89880,44309.60098145999
89881,104925.91303076819
89882,116263.4351033702
89883,85345.14042501786
89884,83666.99012998221
89885,89549.25414802747
89886,82411.01431822142
89887,102802.83734701843
89888,105477.73371063427
89889,110655.96004303476
89890,76259.88587563651
89891,111708.77957023903
89892,46584.620300083116
89893,86194.20752049692
89894,44890.329659418814
89895,43074.628826998734
89896,93981.7234646291
89897,96197.98540986999
89898,45837.16250393234
89899,106366.91024672531
89900,78887.1835000341
89901,91748.45030503016
89902,98202.34641095014
89903,100906.47079937292
89904,78209.86956821615
89905,48325.2215077915
89906,97906.16871680263
89907,82292.49825542433
89908,44031.93313030654
89909,96206.44554231399
89910,101692.10240962564
89911,82353.0980246533
89912,86350.50146005637
89913,49269.90837069595
89914,85044.86025116697
89915,98111.0620193184
89916,95643.41888804511
89917,111012.67090261585
89918,96869.68069111549
89919,95751.84039502082
89920,43721.093151806126
89921,101361.37269719546
89922,90888.36141541165
89923,103298.76307363981
89924,92023.22708538483
89925,44431.72122343987
89926,48238.81280960266
89927,82014.91766291784
89928,111611.51379224216
89929,100383.23437130655
89930,86673.31851862436
89931,106448.81170690367
89932,102297.69919385383
89933,45955.56628729516
89934,90928.08091262853
89935,109337.92822190782
89936,50128.16540532265
89937,86958.6444111406
89938,93468.76331194268
89939,106136.65032133144
89940,45494.29003137594
89941,114789.68171071318
89942,81469.51462385562
89943,113845.18974262378
89944,97328.78626357212
89945,91081.913849039
89946,77753.97455214337
89947,102360.34461465472
89948,87526.08336543014
89949,92157.98816043627
89950,84004.59010096436
89951,45810.44602836817
89952,98634.04951888222
89953,107999.99605780828
89954,80587.572604298
89955,82239.5648740432
89956,92412.29747908033
89957,42253.96866784714
89958,85500.0735450087
89959,81513.54045284075
89960,116783.86933573936
89961,46068.55107594288
89962,94953.0563463025
89963,45660.63723354268
89964,73773.51169730873
89965,91700.84498900766
89966,82118.62890461602
89967,82718.5856635697
89968,104503.6060639484
89969,102719.94446481983
89970,127808.32743448266
89971,43413.65550463786
89972,90472.04807800744
89973,45141.44529366971
89974,92768.57064729312
89975,115076.89273160763
89976,44909.97511964717
89977,82510.7709157049
89978,103483.03697518808
89979,87390.41049549782
89980,100308.78981333552
89981,44889.62623035679
89982,114750.94737823826
89983,47893.569442416185
89984,131509.3704875403
89985,91656.85898916038
89986,119543.36738769435
89987,48373.800861355754
89988,44835.95506168287
89989,45026.97085207419
89990,104656.47240449749
89991,82383.23252355019
89992,102051.52480842535
89993,103433.34263702664
89994,45372.44405064407
89995,41807.08902252148
89996,41734.06994012075
89997,101317.82926461568
89998,43301.81707743153
89999,106496.59137845656
90000,43925.08847772612
90001,43637.12245113581
90002,99753.85308582461
90003,93426.26933656588
90004,104251.09865312063
90005,102650.09403336611
90006,43426.747397291314
90007,101075.6649385898
90008,93645.05250643157
90009,45287.06953888783
90010,45119.999604639364
90011,47498.467754091056
90012,96787.80354902906
90013,119582.72375240765
90014,114055.1407640217
90015,45484.35835272637
90016,91541.79285654982
90017,113092.76397380064
90018,81160.59759371384
90019,46578.096923449404
90020,44269.18834053702
90021,94455.9767036855
90022,48621.38507131875
90023,112751.1904357106
90024,80806.89990154323
90025,105823.70664486769
90026,98554.06196574552
90027,94810.91827009301
90028,42862.42686263745
90029,42522.37869888982
90030,44744.34613252096
90031,117330.7963314763
90032,45325.78131848626
90033,86187.63736708988
90034,76238.23184254632
90035,86597.69856732714
90036,96924.13382661714
90037,42098.84000266014
90038,86514.41766324804
90039,43813.33574387159
90040,127082.74568909605
90041,42950.05035318487
90042,92073.8251137438
90043,97436.33941059695
90044,85645.88182450253
90045,131500.8133613368
90046,45036.41955032123
90047,93817.7720826304
90048,99708.41489666371
90049,46174.81461199806
90050,106764.38543885224
90051,46629.96479298623
90052,46035.69884615609
90053,46450.95778594208
90054,93302.30524873505
90055,45605.30309126128
90056,87439.00758842511
90057,47213.00969770222
90058,89390.92275651204
90059,100119.85263868765
90060,50627.87911940259
90061,111010.26699693198
90062,46880.004850171856
90063,43996.566950790664
90064,77577.91658011357
90065,48099.31488899405
90066,116374.21980696822
90067,111267.62006793448
90068,98241.7916384387
90069,89295.55689581843
90070,89497.08612398985
90071,48064.69394499227
90072,109851.86600068204
90073,105461.00294780004
90074,42846.66233669213
90075,47477.135764099876
90076,46656.764838297764
90077,118820.80377897836
90078,83484.26261349424
90079,47827.74196765689
90080,47329.66096217302
90081,104567.08256575376
90082,44592.49424451722
90083,98827.08997245866
90084,96358.85835705552
90085,86431.85088605675
90086,93399.79934008731
90087,97365.05617322537
90088,111451.22955981766
90089,43275.890779555266
90090,45513.77289612377
90091,44717.229056655415
90092,110117.6005401741
90093,44789.97957538717
90094,49731.85887398064
90095,48542.19309243645
90096,78926.70761641365
90097,99906.44108507568
90098,85371.2042548018
90099,46011.99486126715
90100,47055.24745504977
90101,93400.37607893148
90102,47407.6614190957
90103,94561.11467863261
90104,96387.70047236289
90105,95608.17794362408
90106,94679.61748931902
90107,47300.626151692435
90108,44923.22265875364
90109,42904.55918210845
90110,91213.55794168057
90111,82098.82373376802
90112,94293.73325123308
90113,83502.65353724768
90114,48132.84567456998
90115,79152.74314534765
90116,122057.17726110741
90117,83495.6816613837
90118,110520.43016980359
90119,84514.48589951845
90120,101018.0897142771
90121,48180.8420356066
90122,93274.8618510069
90123,44215.9211109654
90124,91357.80926703817
90125,107905.29549940932
90126,93661.45870373973
90127,99532.18664610841
90128,45577.66956724154
90129,97938.42882225686
90130,93184.59591380777
90131,90199.34793246468
90132,116778.13428535618
90133,97069.30206166474
90134,45551.111132356535
90135,44893.941191120095
90136,90887.3671197725
90137,43144.94010590279
90138,82140.60807965405
90139,93915.2612390295
90140,100168.78959963434
90141,48385.319285189114
90142,122682.22666813963
90143,104628.85248354326
90144,46852.205729714035
90145,45532.25103314542
90146,102164.33585526719
90147,89809.71872683686
90148,42875.48031942055
90149,39931.06014069088
90150,43921.340012072535
90151,78171.25720756619
90152,44606.963070313155
90153,86920.17471503922
90154,47487.1177192866
90155,85423.94200681361
90156,89111.95007841443
90157,83954.91345173611
90158,88393.09211227724
90159,46281.24933897329
90160,93745.85619845358
90161,105092.63934360113
90162,103916.81919104203
90163,103815.29821970662
90164,46059.51809244462
90165,47610.82485438586
90166,107447.5738398166
90167,51440.50660538238
90168,41630.41305076072
90169,48465.33711038353
90170,40662.82297155808
90171,92297.07088663458
90172,45808.35197643538
90173,99337.81361489133
90174,89393.00617156104
90175,130113.94205969093
90176,95607.43731432984
90177,43974.760438743906
90178,95495.36788409158
90179,83935.30170177759
90180,106150.36344859484
90181,47735.30928679571
90182,47466.71440580214
90183,115307.20664381213
90184,93692.86088999607
90185,84433.66665579783
90186,94545.45227371049
90187,96588.68264297409
90188,119336.29602430348
90189,94916.1090223825
90190,44975.57092861583
90191,94591.34530970734
90192,46876.065100737134
90193,95345.74999592993
90194,76933.67786493897
90195,102795.86682903013
90196,41461.85756477665
90197,45699.70278706722
90198,75544.53200213893
90199,92390.42129921523
90200,48573.856935446274
90201,44680.95777752717
90202,98252.7658229113
90203,113662.15324106844
90204,90850.13741434003
90205,93584.66369026905
90206,94048.25297425762
90207,102088.57158878064
90208,88950.87221182883
90209,45712.57136011828
90210,99122.11952594847
90211,43253.361357820744
90212,114308.6841065362
90213,81740.925215892
90214,88891.28608060992
90215,46123.2811335931
90216,102308.40342958592
90217,92389.73613631075
90218,94748.36971485367
90219,96958.28567943767
90220,111421.3326464961
90221,86661.25637431153
90222,107628.00093054117
90223,101266.244074753
90224,44731.55007580776
90225,47765.485847851414
90226,98388.65635161042
90227,44065.486401186376
90228,44680.95777752717
90229,100676.3751822242
90230,45701.64147715926
90231,48815.51867794148
90232,106642.94336143504
90233,45750.882604948856
90234,84688.23932898717
90235,101079.13568025806
90236,42790.97903313149
90237,108233.3470860593
90238,98839.15878053222
90239,42818.78116710418
90240,78926.70761641365
90241,71582.80855742123
90242,44274.2987479752
90243,46465.691809358665
90244,44126.73190608267
90245,45059.32797710632
90246,44814.95453155689
90247,100491.37150848817
90248,45747.066682384735
90249,95176.44302628537
90250,107144.82788518246
90251,94025.19109478491
90252,99618.12858491091
90253,93787.31946088799
90254,96679.66932284448
90255,101282.23042094028
90256,45357.846343786674
90257,114693.64731253071
90258,47368.30073408324
90259,82711.79400831269
90260,94559.03086791812
90261,93883.97700258305
90262,102821.25600289369
90263,91298.68120508359
90264,106190.51633776184
90265,97883.63248115254
90266,75373.74690002238
90267,97370.97411097228
90268,90699.49730775444
90269,99216.3618584982
90270,118704.20631635668
90271,107385.04465882939
90272,104369.60161406337
90273,96755.1234264851
90274,45119.80655618404
90275,79219.23590491228
90276,43944.92768073418
90277,88082.64797295304
90278,96752.51473128736
90279,102824.61592325491
90280,47685.512363448
90281,80681.17354610885
90282,96488.9892892244
90283,43388.41602809435
90284,83134.55029060105
90285,45464.65514804937
90286,89898.77478088139
90287,76205.81222700869
90288,41219.6155697508
90289,45699.70278706722
90290,105004.23957915539
90291,44785.834683865265
90292,52443.287139467844
90293,49223.1651426947
90294,78457.67374882633
90295,44451.004824905736
90296,47670.34359196698
90297,100141.89577170848
90298,45543.28800587967
90299,93185.21853566702
90300,47804.67717196948
90301,43071.201638913364
90302,90279.45053634369
90303,95651.10866412375
90304,84074.55859467445
90305,43359.1379902978
90306,106599.41109863216
90307,96780.63030816312
90308,112453.24862228056
90309,49646.64793383657
90310,47829.18479735244
90311,101583.970126891
90312,88639.23967897445
90313,88329.2267472288
90314,104925.46410138595
90315,109710.44287130219
90316,98692.16974302831
90317,91420.8413335802
90318,102529.56015638413
90319,101748.95941883541
90320,96838.17771761856
90321,48416.30279597022
90322,89796.9103216537
90323,88394.57211625349
90324,82549.331255729
90325,40305.333127498234
90326,45466.122181912564
90327,45161.17322893447
90328,49427.63493943646
90329,104824.07914447036
90330,103263.97809947732
90331,94066.72810160347
90332,100455.33735705409
90333,42773.0447472145
90334,46120.150820346586
90335,84076.50685737323
90336,44680.95777752717
90337,91707.41718256293
90338,45509.85057694311
90339,96219.13927104845
90340,46456.23193814388
90341,107126.72277980388
90342,95574.41680368522
90343,49359.240345870385
90344,97986.15509143609
90345,99024.3339570666
90346,91982.77063040878
90347,108445.14546309903
90348,42589.891205592554
90349,119658.14802937093
90350,103666.81564486322
90351,79940.27000291488
90352,88152.60357276899
90353,147081.09197531344
90354,49373.454248291055
90355,101604.05039933436
90356,41648.89745331186
90357,82549.331255729
90358,47083.1243711545
90359,44625.89931034559
90360,104880.2220681368
90361,77420.35916692663
90362,41881.39596843208
90363,78864.38839609874
90364,105801.9237604454
90365,45185.31836935125
90366,97207.1353990002
90367,97276.14102165829
90368,81455.42249478927
90369,101516.48944576058
90370,78171.25720756619
90371,100796.7794325209
90372,113392.48846367055
90373,89145.51126576166
90374,97154.58190795482
90375,97627.48264690264
90376,93155.93426554509
90377,41729.12447691074
90378,44272.907131968
90379,81058.83734589601
90380,93221.66363695367
90381,94939.86419244214
90382,99880.7574680538
90383,109625.50999400018
90384,91926.68481262286
90385,102013.62308351444
90386,94921.34965937286
90387,106929.87261099172
90388,99961.55908728673
90389,103982.8779552407
90390,44143.95055258686
90391,47776.65331600407
90392,85844.17729050787
90393,81715.9928952113
90394,100466.68188652357
90395,104854.96374887148
90396,42683.77857370726
90397,93877.4272087574
90398,110376.5317190225
90399,45871.900599080545
90400,105012.42423483098
90401,93214.05389553489
90402,107201.80439054382
90403,96047.66475709356
90404,76533.96158196553
90405,100037.761317353
90406,127506.7203574951
90407,94488.7118786279
90408,108730.19818510015
90409,95774.74837645696
90410,48214.46987988058
90411,101386.60614181828
90412,121002.92157160057
90413,94244.78325517112
90414,80098.7519158049
90415,100150.03618642327
90416,46397.88496590856
90417,89026.29984951483
90418,46956.29744631803
90419,101364.39659298025
90420,87781.38165418906
90421,87267.28683542532
90422,44448.11238005734
90423,109703.67808778746
90424,99964.08841469811
90425,98436.4146232483
90426,95771.09323955532
90427,87853.72678139913
90428,43301.81707743153
90429,46663.81881183177
90430,104768.14079753555
90431,101273.47328901992
90432,90346.61061704738
90433,96081.5563776628
90434,96553.99903172874
90435,105412.01851729296
90436,41539.3478509233
90437,81257.67891365523
90438,43593.965587134524
90439,80690.61065946308
90440,80001.12802444982
90441,43924.93292945085
90442,46885.768215156946
90443,109641.04930275513
90444,104398.52744606171
90445,44725.69802572898
90446,46275.81762999139
90447,78335.59406518137
90448,85461.23338359414
90449,115260.3626860032
90450,91078.62596578691
90451,45185.31836935125
90452,122664.17487057076
90453,40467.9145740489
90454,107278.8041747674
90455,78363.50538871983
90456,43305.837536567036
90457,90499.29248378894
90458,82383.23252355019
90459,88538.37953926361
90460,47200.959650419936
90461,48601.29124539762
90462,46562.04105015468
90463,96766.72474791504
90464,84721.22127697933
90465,103953.8385884267
90466,110102.30747735713
90467,103349.91315912892
90468,43605.52143406665
90469,78685.52351809763
90470,83086.04560204285
90471,82536.76315383082
90472,83120.84121167105
90473,46556.81052053718
90474,79532.64113518214
90475,45185.31836935125
90476,49101.026561307975
90477,44468.77019257461
90478,100893.07534920577
90479,45989.458862796455
90480,103474.47937215093
90481,100667.83677592296
90482,80084.76624702582
90483,47711.22150455222
90484,99263.74744568455
90485,104969.58978334861
90486,101894.35774995665
90487,45712.2761543261
90488,97728.76892680523
90489,102268.6136315592
90490,97262.40849610184
90491,83299.04873611782
90492,46483.90802790742
90493,86355.55423420863
90494,99913.94662588806
90495,49570.919793448025
90496,43595.13263400168
90497,82655.43766403937
90498,45073.8127578513
90499,90620.60272758038
90500,46059.14501819963
90501,78084.27048702752
90502,93137.05089408865
90503,49202.74379461543
90504,41501.05477146673
90505,105038.62406812506
90506,108890.72953324096
90507,86874.08312090578
90508,111019.29420405759
90509,46924.93391101278
90510,108094.68278893577
90511,99053.50963077771
90512,45701.04371108544
90513,82956.83146915601
90514,44963.94122951961
90515,108904.1611142106
90516,92677.77646812533
90517,45081.030060446414
90518,44315.42053360961
90519,86542.37241596126
90520,75638.68645276148
90521,46509.62416323792
90522,89120.34006302361
90523,82565.99106197526
90524,82027.73802405459
90525,102431.12467907931
90526,46078.163459162824
90527,83753.93065877166
90528,96627.20464756564
90529,85191.84854099473
90530,45150.62416400592
90531,89236.52780055003
90532,106843.50625840867
90533,121357.55404757164
90534,97183.91372684797
90535,42098.28577526478
90536,114978.83797474341
90537,47447.179132880105
90538,53733.97617987254
90539,44308.949445546394
90540,98042.73002638304
90541,93153.5057930054
90542,81557.32828673812
90543,92478.4095912822
90544,100927.14930588174
90545,44403.39651611018
90546,46638.925761292056
90547,115955.84977707645
90548,78216.13048811651
90549,96591.88894706695
90550,109360.43410581216
90551,102631.54548349233
90552,103662.65556060208
90553,111082.3802554155
90554,102762.45849374037
90555,83121.42867998438
90556,46077.297249988245
90557,83113.19567545869
90558,93535.01844016064
90559,45385.394846490366
90560,89398.6973407768
90561,41414.60566282915
90562,99741.26572492262
90563,111002.39504614835
90564,81686.37180828908
90565,86005.16686362874
90566,47262.95962226439
90567,97856.95545327476
90568,86824.55779293829
90569,112476.75663679447
90570,88368.37302555755
90571,102734.89947749338
90572,100837.19926172231
90573,96930.77425541714
90574,97329.01488998883
90575,98521.7483181999
90576,47911.01211512282
90577,43872.076576024105
90578,92804.20413966263
90579,43692.10592940529
90580,86028.80246634546
90581,99949.92059687404
90582,97305.43009160546
90583,82014.91766291784
90584,95218.22401107715
90585,94694.87331360363
90586,77420.35916692663
90587,44551.973547754
90588,43517.540315956816
90589,102680.6511939835
90590,43782.688314366496
90591,82014.91766291784
90592,104353.4468572332
90593,94763.30836705882
90594,97197.75487017403
90595,105994.74868928292
90596,87120.87683996587
90597,103144.4418379029
90598,104269.2543037919
90599,51516.022557328186
90600,98334.79868337176
90601,92828.01160873083
90602,92115.80077752972
90603,80587.572604298
90604,45603.0101881394
90605,89818.99171953349
90606,94410.05506405103
90607,47906.742887647364
90608,92087.397957459
90609,90329.61975414617
90610,77246.53576930516
90611,98115.13859242226
90612,80933.56442853861
90613,91925.71109596107
90614,38940.34937684529
90615,116841.99806344789
90616,122634.63485160124
90617,87804.46713755779
90618,85649.52837697731
90619,81644.62534651838
90620,119047.75215706196
90621,46148.957686198
90622,103208.7931157568
90623,85623.97477643778
90624,44413.30064502006
90625,79638.8183406027
90626,46713.40869249663
90627,85119.11910198959
90628,96442.39080503151
90629,44507.13370286327
90630,44903.81987663137
90631,97669.17572675711
90632,46057.875943596904
90633,84638.9736508314
90634,89419.72084054556
90635,97716.35385447629
90636,74775.3110563585
90637,45740.7262647322
90638,101796.90366903006
90639,109658.8156857335
90640,47482.59336584589
90641,93947.41519717648
90642,83206.85849175362
90643,102982.30064307236
90644,44802.25080625486
90645,85728.32100153346
90646,49402.70596801261
90647,46585.5552621008
90648,82411.01431822142
90649,50286.4846814563
90650,95898.05423849361
90651,86871.60032606816
90652,87377.04939778743
90653,120347.83595557157
90654,122592.94926664731
90655,105217.28421000665
90656,100921.87846670503
90657,47456.58328716936
90658,43675.347471736844
90659,98399.9525848083
90660,45011.520777759586
90661,103936.92187452744
90662,45782.214357483004
90663,92111.92739754144
90664,80698.3344570123
90665,106710.82020510724
